event_name,fighter_red,fighter_blue,result,winner,kd_red,kd_blue,str_red,str_blue,td_red,td_blue,sub_red,sub_blue,weight_class,method,round,time,fight_link
UFC Fight Night 3,Josh Neer,Melvin Guillard,win,Josh Neer,0,0,3,11,1,2,2,0,Welterweight,SUB Triangle Choke,1,4:20,http://ufcstats.com/fight-details/e55b69543aa74907
UFC Fight Night 3,Duane Ludwig,Jonathan Goulet,win,Duane Ludwig,1,0,1,0,0,0,0,0,Welterweight,KO/TKO Punch,1,0:06,http://ufcstats.com/fight-details/392089df68b1a721
UFC Fight Night 3,Spencer Fisher,Aaron Riley,win,Spencer Fisher,0,0,25,9,0,2,0,0,Welterweight,KO/TKO,1,5:00,http://ufcstats.com/fight-details/52125c3e41a1bd1e
UFC Fight Night 3,Jason Von Flue,Alex Karalexis,win,Jason Von Flue,0,0,28,18,0,1,2,3,Welterweight,SUB Von Flue Choke,3,1:17,http://ufcstats.com/fight-details/d0fcabb07a3e9500
UFC 56: Full Force,Rich Franklin,Nate Quarry,win,Rich Franklin,2,0,13,4,0,0,0,0,Middleweight,KO/TKO Punch,1,2:34,http://ufcstats.com/fight-details/2dfda46cbc17bc99
UFC 56: Full Force,Gabriel Gonzaga,Kevin Jordan,win,Gabriel Gonzaga,1,0,23,18,2,0,2,0,Heavyweight,KO/TKO Punch,3,4:39,http://ufcstats.com/fight-details/670db5afcb26df7c
UFC 56: Full Force,Matt Hughes,Joe Riggs,win,Matt Hughes,0,0,8,1,1,0,2,0,Welterweight,SUB Kimura,1,3:28,http://ufcstats.com/fight-details/8062a7852a8b1560
UFC 56: Full Force,Georges St-Pierre,Sean Sherk,win,Georges St-Pierre,0,0,58,20,3,0,0,0,Welterweight,KO/TKO Elbows,2,2:53,http://ufcstats.com/fight-details/388df822e50b04f8
UFC 56: Full Force,Jeremy Horn,Trevor Prangley,win,Jeremy Horn,0,0,38,38,0,7,1,0,Middleweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/5f9d5ebe5ec28753
UFC 56: Full Force,Sam Hoger,Jeff Newton,win,Sam Hoger,0,0,10,2,3,0,2,4,Light Heavyweight,SUB Rear Naked Choke,2,2:05,http://ufcstats.com/fight-details/84c510ab7e764598
UFC 56: Full Force,Thiago Alves,Ansar Chalangov,win,Thiago Alves,0,0,8,2,1,0,0,2,Welterweight,KO/TKO Punches,1,2:25,http://ufcstats.com/fight-details/678af75cb4c155a9
UFC 56: Full Force,Nick Thompson,Keith Wisniewski,win,Nick Thompson,0,0,48,14,1,3,3,0,Welterweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/57b5e8bda9447b77
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,Diego Sanchez,Nick Diaz,win,Diego Sanchez,0,0,41,13,5,2,1,1,Welterweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/2eb9b36c09c00d69
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,Rashad Evans,Brad Imes,win,Rashad Evans,2,0,48,42,0,2,0,1,Heavyweight,S-DEC,3,5:00,http://ufcstats.com/fight-details/c22f4a7540cffdda
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,Joe Stevenson,Luke Cummo,win,Joe Stevenson,0,0,20,20,5,1,2,1,Welterweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/e364cd5772cfd27c
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,Kenny Florian,Kit Cope,win,Kenny Florian,0,0,10,8,3,0,2,0,Welterweight,SUB Rear Naked Choke,2,0:37,http://ufcstats.com/fight-details/19646a0c8baee966
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,Joshua Burkman,Sammy Morgan,win,Joshua Burkman,0,0,4,1,1,0,0,0,Welterweight,KO/TKO Slam,1,0:21,http://ufcstats.com/fight-details/e050c299ffa1f2d3
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,Melvin Guillard,Marcus Davis,win,Melvin Guillard,0,0,19,3,3,0,1,0,Welterweight,KO/TKO,2,2:55,http://ufcstats.com/fight-details/f846fd001397db45
The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,Keith Jardine,Kerry Schall,win,Keith Jardine,1,0,41,8,0,0,0,0,Heavyweight,KO/TKO Kicks,2,3:28,http://ufcstats.com/fight-details/39c4f4a1aff68189
UFC 55: Fury,Andrei Arlovski,Paul Buentello,win,Andrei Arlovski,1,0,2,1,0,0,0,0,Heavyweight,KO/TKO Punch,1,0:15,http://ufcstats.com/fight-details/1c45d0feab67364f
UFC 55: Fury,Branden Lee Hinkle,Sean Gannon,win,Branden Lee Hinkle,0,0,27,0,1,0,3,0,Heavyweight,KO/TKO Punches,1,4:14,http://ufcstats.com/fight-details/f8a90f8a7beaa330
UFC 55: Fury,Forrest Griffin,Elvis Sinosic,win,Forrest Griffin,1,0,30,18,0,0,0,0,Light Heavyweight,KO/TKO Punches,1,3:30,http://ufcstats.com/fight-details/e917559aedf85a98
UFC 55: Fury,Renato Sobral,Chael Sonnen,win,Renato Sobral,0,0,11,12,4,0,3,0,Light Heavyweight,SUB Triangle Choke,2,1:20,http://ufcstats.com/fight-details/75926dd5b984aa06
UFC 55: Fury,Joe Riggs,Chris Lytle,win,Joe Riggs,0,0,15,3,1,1,1,0,Welterweight,KO/TKO,2,2:00,http://ufcstats.com/fight-details/f15be91b30b11e0c
UFC 55: Fury,Jorge Rivera,Dennis Hallman,win,Jorge Rivera,0,0,51,12,0,1,0,2,Middleweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/06a75406d3dd5cfd
UFC 55: Fury,Marcio Cruz,Keigo Kunihara,win,Marcio Cruz,0,0,12,1,0,2,1,1,Heavyweight,SUB Rear Naked Choke,2,1:02,http://ufcstats.com/fight-details/fea1931b041cc5ff
UFC 55: Fury,Alessio Sakara,Ron Faircloth,nc,,1,0,46,2,0,0,0,0,Light Heavyweight,CNC,2,0:10,http://ufcstats.com/fight-details/2aa175f3ebffcdf2
UFC Fight Night 2,David Loiseau,Evan Tanner,win,David Loiseau,0,0,13,15,0,3,0,2,Middleweight,KO/TKO,2,4:15,http://ufcstats.com/fight-details/5521b9bb8f220993
UFC Fight Night 2,Chris Leben,Edwin DeWees,win,Chris Leben,0,0,5,5,0,1,1,2,Middleweight,SUB Armbar,1,3:26,http://ufcstats.com/fight-details/0731a4519d64df6d
UFC Fight Night 2,Brandon Vera,Fabiano Scherner,win,Brandon Vera,2,0,28,10,0,1,0,0,Heavyweight,KO/TKO Knee,2,3:22,http://ufcstats.com/fight-details/6ddabf12abd6fe25
UFC Fight Night 2,Drew Fickett,Josh Koscheck,win,Drew Fickett,1,0,5,8,0,6,3,0,Welterweight,SUB Rear Naked Choke,3,4:28,http://ufcstats.com/fight-details/f5cb6cbb09ee8a16
UFC Fight Night 2,Spencer Fisher,Thiago Alves,win,Spencer Fisher,0,0,13,19,1,3,3,0,Welterweight,SUB Triangle Choke,2,4:43,http://ufcstats.com/fight-details/926091425f88d038
UFC Fight Night 2,Jon Fitch,Brock Larson,win,Jon Fitch,0,0,25,14,5,1,2,3,Middleweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/5f2240d94375f907
UFC Fight Night 2,Jonathan Goulet,Jay Hieron,win,Jonathan Goulet,0,0,14,10,0,9,1,3,Welterweight,KO/TKO,3,1:05,http://ufcstats.com/fight-details/c25a97523bf56e49
UFC 54: Boiling Point,Chuck Liddell,Jeremy Horn,win,Chuck Liddell,2,0,64,31,0,0,0,0,Light Heavyweight,KO/TKO Punches,4,2:46,http://ufcstats.com/fight-details/5a3fcd3d3a1e1c38
UFC 54: Boiling Point,Tim Sylvia,Tra Telligman,win,Tim Sylvia,1,0,31,13,0,0,0,0,Heavyweight,KO/TKO Kick,1,4:59,http://ufcstats.com/fight-details/8a380b11aaf82c49
UFC 54: Boiling Point,Randy Couture,Mike van Arsdale,win,Randy Couture,0,0,27,8,4,1,3,0,Light Heavyweight,SUB Anaconda Choke,3,0:52,http://ufcstats.com/fight-details/093ef5ab2081cf65
UFC 54: Boiling Point,Diego Sanchez,Brian Gassaway,win,Diego Sanchez,0,0,35,3,3,0,1,0,Welterweight,KO/TKO Punches,2,1:56,http://ufcstats.com/fight-details/d250a9d1c602e266
UFC 54: Boiling Point,Georges St-Pierre,Frank Trigg,win,Georges St-Pierre,0,0,25,1,1,0,2,0,Welterweight,SUB Rear Naked Choke,1,4:09,http://ufcstats.com/fight-details/beaa6ae419b8c8c6
UFC 54: Boiling Point,Matt Lindland,Joe Doerksen,win,Matt Lindland,0,0,19,8,4,2,4,1,Middleweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/adc0b9c6afe76c23
UFC 54: Boiling Point,Trevor Prangley,Travis Lutter,win,Trevor Prangley,0,0,54,9,5,0,0,0,Middleweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/ee69302c232e0909
UFC 54: Boiling Point,James Irvin,Terry Martin,win,James Irvin,1,0,6,12,0,2,0,0,Light Heavyweight,KO/TKO Flying Knee,2,0:09,http://ufcstats.com/fight-details/42957e04417af1d8
UFC Fight Night 1,Nate Marquardt,Ivan Salaverry,win,Nate Marquardt,0,0,21,23,2,0,2,0,Middleweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/fd2f0f36b1eb5f83
UFC Fight Night 1,Chris Leben,Patrick Cote,win,Chris Leben,0,0,26,26,1,1,0,0,Middleweight,S-DEC,3,5:00,http://ufcstats.com/fight-details/389b7ca84b333c4c
UFC Fight Night 1,Stephan Bonnar,Sam Hoger,win,Stephan Bonnar,0,0,43,11,3,1,1,2,Light Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/994739f676c2105f
UFC Fight Night 1,Nate Quarry,Pete Sell,win,Nate Quarry,1,0,3,2,0,0,0,0,Middleweight,KO/TKO Punches,1,0:42,http://ufcstats.com/fight-details/bf1525f9761a116e
UFC Fight Night 1,Josh Koscheck,Pete Spratt,win,Josh Koscheck,0,0,0,0,1,0,1,0,Welterweight,SUB Rear Naked Choke,1,1:53,http://ufcstats.com/fight-details/44e4a1caae180261
UFC Fight Night 1,Mike Swick,Gideon Ray,win,Mike Swick,1,0,7,1,0,0,0,0,Middleweight,KO/TKO Punches,1,0:22,http://ufcstats.com/fight-details/b2f604f2332cd8af
UFC Fight Night 1,Kenny Florian,Alex Karalexis,win,Kenny Florian,0,0,38,18,1,0,0,0,Welterweight,KO/TKO,2,2:52,http://ufcstats.com/fight-details/c2c000a37a89b82f
UFC Fight Night 1,Drew Fickett,Josh Neer,win,Drew Fickett,0,0,1,0,2,0,1,0,Welterweight,SUB Rear Naked Choke,1,1:35,http://ufcstats.com/fight-details/7acca0910edd7023
UFC 53: Heavy Hitters,Andrei Arlovski,Justin Eilers,win,Andrei Arlovski,0,0,33,5,0,0,0,0,Heavyweight,KO/TKO Punches,1,4:10,http://ufcstats.com/fight-details/a507bfa374885a25
UFC 53: Heavy Hitters,Karo Parisyan,Matt Serra,win,Karo Parisyan,0,1,56,26,8,1,2,0,Welterweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/d80b07269dd36aad
UFC 53: Heavy Hitters,Rich Franklin,Evan Tanner,win,Rich Franklin,0,1,97,25,0,1,1,1,Middleweight,KO/TKO,4,3:25,http://ufcstats.com/fight-details/98cc8f5dd64895c4
UFC 53: Heavy Hitters,Forrest Griffin,Bill Mahood,win,Forrest Griffin,0,0,3,1,1,0,1,0,Light Heavyweight,SUB Rear Naked Choke,1,2:18,http://ufcstats.com/fight-details/ea8b1a909155b0c2
UFC 53: Heavy Hitters,Paul Buentello,Kevin Jordan,win,Paul Buentello,1,0,20,18,0,0,1,0,Heavyweight,SUB Neck Crank,1,4:00,http://ufcstats.com/fight-details/fb252c420e9830cd
UFC 53: Heavy Hitters,Nate Quarry,Shonie Carter,win,Nate Quarry,2,0,19,6,0,0,0,0,Middleweight,KO/TKO Punches,1,2:37,http://ufcstats.com/fight-details/ca3230227ee700b7
UFC 53: Heavy Hitters,David Loiseau,Charles McCarthy,win,David Loiseau,1,0,20,0,0,1,0,1,Middleweight,KO/TKO Spinning Back Kick,2,2:10,http://ufcstats.com/fight-details/e5261884b0a0ed39
UFC 53: Heavy Hitters,Nick Diaz,Koji Oishi,win,Nick Diaz,1,0,25,2,0,0,0,0,Welterweight,KO/TKO Punch,1,1:24,http://ufcstats.com/fight-details/07886c772e37d5de
UFC 52: Couture vs Liddell 2,Chuck Liddell,Randy Couture,win,Chuck Liddell,1,0,13,9,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,2:06,http://ufcstats.com/fight-details/2ae8623ef4156105
UFC 52: Couture vs Liddell 2,Renato Sobral,Travis Wiuff,win,Renato Sobral,0,0,15,3,2,2,2,0,Light Heavyweight,SUB Armbar,2,0:24,http://ufcstats.com/fight-details/cb8e91f8b9f0e24f
UFC 52: Couture vs Liddell 2,Matt Hughes,Frank Trigg,win,Matt Hughes,0,1,13,13,1,0,1,1,Welterweight,SUB Rear Naked Choke,1,4:05,http://ufcstats.com/fight-details/b1b66441acc5e8df
UFC 52: Couture vs Liddell 2,Matt Lindland,Travis Lutter,win,Matt Lindland,0,0,11,0,2,1,1,0,Middleweight,SUB Guillotine Choke,2,3:13,http://ufcstats.com/fight-details/36dbc3cee586e53d
UFC 52: Couture vs Liddell 2,Georges St-Pierre,Jason Miller,win,Georges St-Pierre,0,0,64,16,5,1,4,0,Welterweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/f4e6f8223d0816fe
UFC 52: Couture vs Liddell 2,Ivan Salaverry,Joe Riggs,win,Ivan Salaverry,0,0,2,6,0,1,1,0,Middleweight,SUB Triangle Choke,1,2:42,http://ufcstats.com/fight-details/5d72fa4562b13f7b
UFC 52: Couture vs Liddell 2,Joe Doerksen,Patrick Cote,win,Joe Doerksen,0,2,9,37,4,0,4,0,Middleweight,SUB Rear Naked Choke,3,2:35,http://ufcstats.com/fight-details/026e64f70e319e00
UFC 52: Couture vs Liddell 2,Mike van Arsdale,John Marsh,win,Mike van Arsdale,0,1,34,18,1,1,0,1,Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/5e1b0e52d2bb1b5c
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Rich Franklin,Ken Shamrock,win,Rich Franklin,0,0,23,0,0,1,0,2,Light Heavyweight,KO/TKO Punches,1,2:42,http://ufcstats.com/fight-details/c50a3025d1519fc8
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Forrest Griffin,Stephan Bonnar,win,Forrest Griffin,0,0,88,57,2,0,1,0,Light Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/4705a4db0bf1edcd
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Diego Sanchez,Kenny Florian,win,Diego Sanchez,0,0,14,2,1,0,0,0,Middleweight,KO/TKO Punches,1,2:49,http://ufcstats.com/fight-details/d172d88fbeb8c6a8
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Sam Hoger,Bobby Southworth,win,Sam Hoger,1,0,22,21,0,1,0,0,Light Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/ddb950831580a5fe
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Chris Leben,Jason Thacker,win,Chris Leben,0,0,27,1,1,0,0,0,Middleweight,KO/TKO Punches,1,1:35,http://ufcstats.com/fight-details/a3b268798d3ab216
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Josh Koscheck,Chris Sanford,win,Josh Koscheck,0,0,14,1,2,0,0,1,Middleweight,KO/TKO Punches,1,4:21,http://ufcstats.com/fight-details/61733e5f00f4e194
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Nate Quarry,Lodune Sincaid,win,Nate Quarry,0,0,36,10,0,0,0,0,Middleweight,KO/TKO Punches,1,3:17,http://ufcstats.com/fight-details/f434775e97920d95
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Mike Swick,Alex Schoenauer,win,Mike Swick,1,0,7,1,0,0,0,0,Middleweight,KO/TKO Punch,1,0:20,http://ufcstats.com/fight-details/74f757bacb86a71c
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Alex Karalexis,Josh Rafferty,win,Alex Karalexis,0,0,6,1,0,0,0,1,Welterweight,KO/TKO Punches,1,1:40,http://ufcstats.com/fight-details/17affee2c796c225
UFC 51: Super Saturday,Tito Ortiz,Vitor Belfort,win,Tito Ortiz,0,0,27,19,4,0,0,1,Light Heavyweight,S-DEC,3,5:00,http://ufcstats.com/fight-details/4fb2c181e8fd5910
UFC 51: Super Saturday,Pete Sell,Phil Baroni,win,Pete Sell,0,0,16,17,1,4,1,0,Middleweight,SUB Guillotine Choke,3,4:19,http://ufcstats.com/fight-details/987b6b4f7825e40e
UFC 51: Super Saturday,Andrei Arlovski,Tim Sylvia,win,Andrei Arlovski,1,0,5,2,0,0,2,0,Heavyweight,SUB Ankle Lock,1,0:47,http://ufcstats.com/fight-details/dae856cb00cf5163
UFC 51: Super Saturday,Evan Tanner,David Terrell,win,Evan Tanner,0,0,19,4,0,2,0,1,Middleweight,KO/TKO Punches,1,4:35,http://ufcstats.com/fight-details/7cfc8649d07b704c
UFC 51: Super Saturday,Paul Buentello,Justin Eilers,win,Paul Buentello,1,0,22,7,0,0,0,0,Heavyweight,KO/TKO Punches,1,3:34,http://ufcstats.com/fight-details/c91ef06766009965
UFC 51: Super Saturday,Mike Kyle,James Irvin,win,Mike Kyle,1,0,10,3,1,0,0,0,Heavyweight,KO/TKO Punch,1,1:55,http://ufcstats.com/fight-details/48189cad0c11ff63
UFC 51: Super Saturday,David Loiseau,Gideon Ray,win,David Loiseau,2,0,17,11,0,1,1,0,Middleweight,KO/TKO,1,5:00,http://ufcstats.com/fight-details/e30780438191654f
UFC 51: Super Saturday,Karo Parisyan,Chris Lytle,win,Karo Parisyan,0,0,29,7,7,0,2,2,Welterweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/45a52e065b73ecba
UFC 51: Super Saturday,Nick Diaz,Drew Fickett,win,Nick Diaz,0,0,13,3,0,0,1,2,Welterweight,KO/TKO Punches,1,4:40,http://ufcstats.com/fight-details/e8196de20c4a969a
UFC 50: The War Of '04,Tito Ortiz,Patrick Cote,win,Tito Ortiz,0,0,45,11,2,0,0,0,Light Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/9422b3caf780a995
UFC 50: The War Of '04,Rich Franklin,Jorge Rivera,win,Rich Franklin,1,0,41,22,3,0,1,0,Middleweight,SUB Armbar,3,4:28,http://ufcstats.com/fight-details/b76a722dd429612e
UFC 50: The War Of '04,Matt Hughes,Georges St-Pierre,win,Matt Hughes,0,0,4,6,2,1,2,0,Welterweight,SUB Armbar,1,4:59,http://ufcstats.com/fight-details/6f21a27075f0695c
UFC 50: The War Of '04,Frank Trigg,Renato Verissimo,win,Frank Trigg,0,0,33,4,1,0,0,2,Welterweight,KO/TKO Elbows,2,2:11,http://ufcstats.com/fight-details/1a471a1bff47a960
UFC 50: The War Of '04,Evan Tanner,Robbie Lawler,win,Evan Tanner,0,0,6,3,0,1,1,0,Middleweight,SUB Triangle Choke,1,2:22,http://ufcstats.com/fight-details/929fb67b49eaa405
UFC 50: The War Of '04,Ivan Salaverry,Tony Fryklund,win,Ivan Salaverry,1,0,9,4,0,0,1,0,Middleweight,SUB Other - Lock,1,1:36,http://ufcstats.com/fight-details/0d15b14d1215c853
UFC 50: The War Of '04,Travis Lutter,Marvin Eastman,win,Travis Lutter,1,0,1,10,0,0,0,0,Light Heavyweight,KO/TKO Punch,2,0:33,http://ufcstats.com/fight-details/dc9b52352dca15ef
UFC 49: Unfinished Business,Randy Couture,Vitor Belfort,win,Randy Couture,0,0,50,3,2,0,0,2,Light Heavyweight,KO/TKO,3,5:00,http://ufcstats.com/fight-details/977e56ada4acc596
UFC 49: Unfinished Business,Joe Riggs,Joe Doerksen,win,Joe Riggs,0,0,29,6,2,2,0,0,Middleweight,KO/TKO Elbows,2,3:39,http://ufcstats.com/fight-details/719f21fdb310fcfb
UFC 49: Unfinished Business,Chuck Liddell,Vernon White,win,Chuck Liddell,2,0,31,13,1,0,0,0,Light Heavyweight,KO/TKO Punch,1,4:05,http://ufcstats.com/fight-details/ebd51f898209c4c8
UFC 49: Unfinished Business,David Terrell,Matt Lindland,win,David Terrell,1,0,5,0,0,0,0,0,Middleweight,KO/TKO Punch,1,0:24,http://ufcstats.com/fight-details/6e2254b4fd39ce40
UFC 49: Unfinished Business,Justin Eilers,Mike Kyle,win,Justin Eilers,1,0,4,7,0,0,0,0,Heavyweight,KO/TKO Punch,1,1:14,http://ufcstats.com/fight-details/c74eef9b337602c6
UFC 49: Unfinished Business,Chris Lytle,Ronald Jhun,win,Chris Lytle,1,0,12,8,0,1,2,0,Welterweight,SUB Guillotine Choke,2,1:17,http://ufcstats.com/fight-details/5db23cc876db1619
UFC 49: Unfinished Business,Karo Parisyan,Nick Diaz,win,Karo Parisyan,0,0,27,37,9,1,0,2,Welterweight,S-DEC,3,5:00,http://ufcstats.com/fight-details/6996eb7755709945
UFC 49: Unfinished Business,Yves Edwards,Josh Thomson,win,Yves Edwards,1,0,16,13,0,2,0,0,Lightweight,KO/TKO Kick,1,4:32,http://ufcstats.com/fight-details/c9c5b2507c6be9e3
UFC 48: Payback,Ken Shamrock,Kimo Leopoldo,win,Ken Shamrock,1,0,12,4,0,0,0,0,Heavyweight,KO/TKO Knee,1,1:26,http://ufcstats.com/fight-details/66eaf9f4a2cd67d8
UFC 48: Payback,Frank Trigg,Dennis Hallman,win,Frank Trigg,0,0,20,1,0,0,0,2,Welterweight,KO/TKO Punches,1,4:15,http://ufcstats.com/fight-details/1201d192092baacf
UFC 48: Payback,Frank Mir,Tim Sylvia,win,Frank Mir,0,0,3,2,0,1,1,0,Heavyweight,SUB Armbar,1,0:50,http://ufcstats.com/fight-details/dffef4343e822399
UFC 48: Payback,Matt Hughes,Renato Verissimo,win,Matt Hughes,0,0,11,7,3,0,1,4,Welterweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/5261874c58322b46
UFC 48: Payback,Evan Tanner,Phil Baroni,win,Evan Tanner,0,0,73,23,5,0,0,0,Middleweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/7014356795515aea
UFC 48: Payback,Matt Serra,Ivan Menjivar,win,Matt Serra,0,0,14,8,6,0,0,2,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/41222c4fab03d6f8
UFC 48: Payback,Georges St-Pierre,Jay Hieron,win,Georges St-Pierre,2,0,24,5,0,0,0,0,Welterweight,KO/TKO Punches,1,1:42,http://ufcstats.com/fight-details/a40e421630b67e5c
UFC 48: Payback,Trevor Prangley,Curtis Stout,win,Trevor Prangley,0,0,12,5,2,0,2,0,Middleweight,SUB Scarf Hold,2,1:05,http://ufcstats.com/fight-details/5cbd93c68225a845
UFC 47: It's On!,Chuck Liddell,Tito Ortiz,win,Chuck Liddell,1,0,23,13,0,0,0,0,Light Heavyweight,KO/TKO Punches,2,0:38,http://ufcstats.com/fight-details/2dbd0bc3e61ca00b
UFC 47: It's On!,Chris Lytle,Tiki Ghosn,win,Chris Lytle,0,0,34,27,2,0,1,0,Welterweight,SUB Bulldog Choke,2,1:55,http://ufcstats.com/fight-details/eecbc6c850e62d97
UFC 47: It's On!,Yves Edwards,Hermes Franca,win,Yves Edwards,0,0,21,8,0,4,1,2,Lightweight,S-DEC,3,5:00,http://ufcstats.com/fight-details/268f0fcc45e1a6fe
UFC 47: It's On!,Andrei Arlovski,Wesley Correira,win,Andrei Arlovski,1,0,51,4,0,0,0,0,Heavyweight,KO/TKO Punches,2,1:15,http://ufcstats.com/fight-details/0f23c5569204a69b
UFC 47: It's On!,Nick Diaz,Robbie Lawler,win,Nick Diaz,1,0,22,16,0,0,0,0,Welterweight,KO/TKO Punch,2,1:31,http://ufcstats.com/fight-details/0374646197b8e0fa
UFC 47: It's On!,Mike Kyle,Wes Sims,win,Mike Kyle,1,0,13,0,0,0,1,3,Heavyweight,KO/TKO Punch,1,4:59,http://ufcstats.com/fight-details/3b8bfe14b0c297b2
UFC 47: It's On!,Jonathan Wiezorek,Wade Shipp,win,Jonathan Wiezorek,0,0,10,20,1,0,0,0,Heavyweight,KO/TKO Punches,1,4:40,http://ufcstats.com/fight-details/ba5e8c30d41559fd
UFC 47: It's On!,Genki Sudo,Mike Brown,win,Genki Sudo,0,0,6,13,1,1,4,0,Lightweight,SUB Triangle Choke,1,3:31,http://ufcstats.com/fight-details/1d9d91f78334129d
UFC 46: Supernatural,Vitor Belfort,Randy Couture,win,Vitor Belfort,0,0,1,1,0,0,0,0,Light Heavyweight,KO/TKO,1,0:49,http://ufcstats.com/fight-details/9cd343b9d5d87528
UFC 46: Supernatural,Renato Verissimo,Carlos Newton,win,Renato Verissimo,0,0,22,4,3,2,1,0,Welterweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/829146a45b3b236b
UFC 46: Supernatural,BJ Penn,Matt Hughes,win,BJ Penn,0,0,17,4,0,0,1,0,Welterweight,SUB Rear Naked Choke,1,4:39,http://ufcstats.com/fight-details/4076a87092da5bfa
UFC 46: Supernatural,Frank Mir,Wes Sims,win,Frank Mir,1,0,28,18,4,0,2,0,Heavyweight,KO/TKO Punch,2,4:21,http://ufcstats.com/fight-details/476548ca3d8cf0ee
UFC 46: Supernatural,Lee Murray,Jorge Rivera,win,Lee Murray,0,0,0,2,0,1,2,0,Middleweight,SUB Triangle Choke,1,1:45,http://ufcstats.com/fight-details/bee02eaf332eb7f1
UFC 46: Supernatural,Georges St-Pierre,Karo Parisyan,win,Georges St-Pierre,0,0,46,1,6,0,0,4,Welterweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/1bc4996fa543a91a
UFC 46: Supernatural,Josh Thomson,Hermes Franca,win,Josh Thomson,0,1,40,22,2,2,0,1,Lightweight,M-DEC,3,5:00,http://ufcstats.com/fight-details/fab7e4790b11de3c
UFC 46: Supernatural,Matt Serra,Jeff Curran,win,Matt Serra,0,0,45,9,6,0,0,1,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/5bdaa71a5daebcb5
UFC 45: Revolution,Matt Hughes,Frank Trigg,win,Matt Hughes,0,0,0,0,1,1,2,1,Welterweight,SUB Rear Naked Choke,1,3:54,http://ufcstats.com/fight-details/2cfde31b41b2220d
UFC 45: Revolution,Matt Lindland,Falaniko Vitale,win,Matt Lindland,0,0,35,3,1,0,1,0,Middleweight,KO/TKO Punches,3,4:23,http://ufcstats.com/fight-details/9f108233c7c787d9
UFC 45: Revolution,Wesley Correira,David Abbott,win,Wesley Correira,1,0,13,11,0,0,0,0,Heavyweight,KO/TKO,1,2:14,http://ufcstats.com/fight-details/d1d33be012417f75
UFC 45: Revolution,Evan Tanner,Phil Baroni,win,Evan Tanner,0,2,28,17,1,0,0,0,Middleweight,KO/TKO Elbows,1,4:42,http://ufcstats.com/fight-details/b35adb9d047f5cd8
UFC 45: Revolution,Robbie Lawler,Chris Lytle,win,Robbie Lawler,1,0,30,37,3,1,0,1,Welterweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/7d2d327fd7580364
UFC 45: Revolution,Pedro Rizzo,Ricco Rodriguez,win,Pedro Rizzo,0,0,30,15,0,0,0,0,Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fight-details/906d6f62fb7f9b19
UFC 45: Revolution,Keith Rockel,Chris Liguori,win,Keith Rockel,0,0,5,1,1,0,1,0,Middleweight,SUB Guillotine Choke,1,3:29,http://ufcstats.com/fight-details/61a211b4a7f942cd
UFC 45: Revolution,Yves Edwards,Nick Agallar,win,Yves Edwards,1,0,33,5,0,0,0,0,Lightweight,KO/TKO Punch,2,2:14,http://ufcstats.com/fight-details/823d7037552a8907
